"Trace ID","Trace name","Start time","Duration"
d6fe3a7dab1ca0ab3ec395044c4c191a,dss-prototype: /TE,2022-06-07 20:13:57.713,7.85 ms
7111fa5fb019da9f0c717df4bb6fe2b2,dss-prototype: /tracks,2022-06-07 20:13:56.702,6.09 ms
821b52655474cdb96bfdc52a59c7b03a,dss-prototype: /IAD,2022-06-07 20:13:55.299,394 ms
2cea9a1fdbc811d65aad667d7e4e98e2,dss-prototype: /RIC,2022-06-07 20:13:53.914,379 ms
11e8f77717bbd88d778b70bd68b0ca0d,dss-prototype: /WA,2022-06-07 20:13:52.897,12.2 ms
dcf76b7f905d1859d67962d5f25a59c8,dss-prototype: /TE,2022-06-07 20:13:51.884,7.76 ms
20c5880fdd0d876903295265fb8db4f9,dss-prototype: /tracks,2022-06-07 20:13:50.873,6.05 ms
b2096836fab6450e6fcaf4ca686f2e20,dss-prototype: /IAD,2022-06-07 20:13:49.476,391 ms
7f8d7a1e936162fa977a194bdf822398,dss-prototype: /RIC,2022-06-07 20:13:48.138,332 ms
fcd9587e0c619bb43bb68ddd5c1a73e8,dss-prototype: /WA,2022-06-07 20:13:47.121,12.1 ms
fa9965089b757b49b0c9f0b2f43810fc,dss-prototype: /TE,2022-06-07 20:13:46.108,8.16 ms
555d6523af28861c5fdde36ff4fafb89,dss-prototype: /tracks,2022-06-07 20:13:45.096,6.26 ms
50123c1bd8a9cb6ca10723cdd6bb2c55,dss-prototype: /IAD,2022-06-07 20:13:43.657,434 ms
7d94f969bd99921ba0d18864aa85dd9b,dss-prototype: /RIC,2022-06-07 20:13:42.317,335 ms
437971035b5fff4a4ea4b93c86361c86,dss-prototype: /WA,2022-06-07 20:13:41.299,12.6 ms
96e7f9a842851d57b9390a8dd063290f,dss-prototype: /TE,2022-06-07 20:13:40.286,8.25 ms
44c17b63b1a1deb0384567e06c6bb3f3,dss-prototype: /tracks,2022-06-07 20:13:39.275,5.84 ms
edb7258a26790c28d6884d7c25de2ad6,dss-prototype: /IAD,2022-06-07 20:13:37.885,384 ms
41ad2512af3f3276b55d929e08ef5bf4,dss-prototype: /RIC,2022-06-07 20:13:36.142,733 ms
b8b2da20211e8da2ce287c3995408603,dss-prototype: /WA,2022-06-07 20:13:35.125,12.5 ms
d016df88970a8ea3579308ff0ab47e0c,dss-prototype: /TE,2022-06-07 20:13:34.112,7.68 ms
f7d71e796aaa38f0b713240cdbd3a251,dss-prototype: /tracks,2022-06-07 20:13:33.101,5.88 ms
0a7202b730f9cb0a15167e205f71ecaa,dss-prototype: /IAD,2022-06-07 20:13:31.758,337 ms
