"Trace ID","Trace name","Start time","Duration"
d0b79d9b2799e54938aaa693443b616b,dss-prototype: /TE,2022-08-16 15:35:42.640,8.71 ms
10b4102c975f1c15fbc7837eab612cee,dss-prototype: /tracks,2022-08-16 15:35:41.626,5.28 ms
8c492609e0e9293db0f5a35a83a6c79a,dss-prototype: IAD Flight Data,2022-08-16 15:35:40.304,309 ms
bacfe758fe8a36e32d447cfe30ee2229,dss-prototype: RIC Flight Data,2022-08-16 15:35:38.774,516 ms
9ae731e4d06d34fced2668992002e39d,dss-prototype: /WA,2022-08-16 15:35:37.757,11.5 ms
da98677d3951f63a1a3c4c7748841f77,dss-prototype: /TE,2022-08-16 15:35:36.742,9.76 ms
86a490d9864e5f70021b8fe44d12924b,dss-prototype: /tracks,2022-08-16 15:35:35.731,5.63 ms
c3b39f3e466b9daef48e669571ad1c20,dss-prototype: IAD Flight Data,2022-08-16 15:35:34.377,340 ms
47ec840ce887497eb305462288fdcda4,dss-prototype: RIC Flight Data,2022-08-16 15:35:33.052,312 ms
7e17440d11caa32bd02e61db4fdfca73,dss-prototype: /WA,2022-08-16 15:35:32.033,13.5 ms
a863aee42bef54f6e37013e5a249760e,dss-prototype: /TE,2022-08-16 15:35:31.007,8.72 ms
8f690b7a8dde14ef5cbf0369d93e2d91,dss-prototype: /tracks,2022-08-16 15:35:29.996,5.96 ms
816d2373e95ab75e528744bb71a5996d,dss-prototype: IAD Flight Data,2022-08-16 15:35:28.670,313 ms
4b0ac656433c1292ef0fad132994114c,dss-prototype: RIC Flight Data,2022-08-16 15:35:26.941,716 ms
c8152a63679d695cf8e06bf8bdb2d3ea,dss-prototype: /WA,2022-08-16 15:35:25.922,12.4 ms
7317e36a0d7fccb3fe6155bdbbd2fe36,dss-prototype: /TE,2022-08-16 15:35:24.907,9.47 ms
71c6d1a234543393c531f21192e7e498,dss-prototype: /tracks,2022-08-16 15:35:23.895,5.95 ms
08e4bc4f98300ffc6014a80b82174e9d,dss-prototype: IAD Flight Data,2022-08-16 15:35:22.536,346 ms
4678fac7bfe657b949c2fd2cfe65a157,dss-prototype: RIC Flight Data,2022-08-16 15:35:21.212,311 ms
