"Trace ID","Trace name","Start time","Duration"
122166ffa2374e14a28214356ce62413,dss-prototype: /TE,2022-04-28 00:41:58.992,15.0 ms
34570c0676df9b5aa5988540c65859d4,dss-prototype: /tracks,2022-04-28 00:41:57.974,10.2 ms
14917cd1c56fa04a6e7a687da8e68c83,dss-prototype: /IAD,2022-04-28 00:41:56.380,586 ms
2fe2c53f4486d095fd1b08febe862f60,dss-prototype: /RIC,2022-04-28 00:41:54.811,559 ms
c84feac2ce994151ab4e52f141cce1cb,dss-prototype: /WA,2022-04-28 00:41:53.776,26.7 ms
a29dcffea1ba858c2b67376b6810b3a6,dss-prototype: /TE,2022-04-28 00:41:52.751,17.3 ms
7b087be3774a5a89102341acc4227a41,dss-prototype: /tracks,2022-04-28 00:41:51.731,10.1 ms
0f87efb1dc5f44cf0c08d618853e8446,dss-prototype: /IAD,2022-04-28 00:41:50.094,626 ms
8aaa45b9e7f12122edaa7d0376f960c5,dss-prototype: /RIC,2022-04-28 00:41:48.453,633 ms
e4673f393c5a425922efeeb455093b93,dss-prototype: /WA,2022-04-28 00:41:47.407,36.6 ms
2cad54545220e125305241f8767939e9,dss-prototype: /TE,2022-04-28 00:41:46.379,17.5 ms
f23c0ff04e84b5b8168cf3d64e28207a,dss-prototype: /tracks,2022-04-28 00:41:45.360,10.7 ms
c52fca92535a1b55e0836407578c1845,dss-prototype: /IAD,2022-04-28 00:41:43.791,558 ms
b4d867ac9398f4ba89445da8565998fe,dss-prototype: /RIC,2022-04-28 00:41:42.201,580 ms
42b2a4d7292c65b381b28ffce03b32aa,dss-prototype: /WA,2022-04-28 00:41:41.154,37.7 ms
d812ea63407e1f7031d3a9995f114a5f,dss-prototype: /TE,2022-04-28 00:41:40.109,25.0 ms
809fc0d21bf2493e76b89bb6855ea3d2,dss-prototype: /tracks,2022-04-28 00:41:39.091,11.6 ms
1f443a4362bd6b7f37310a428026d12a,dss-prototype: /IAD,2022-04-28 00:41:37.409,673 ms
f87bf9dc7c418b352c0368c905579bcf,dss-prototype: /RIC,2022-04-28 00:41:35.823,573 ms
36843e9b75d1604a40d4f6a13c869b18,dss-prototype: /WA,2022-04-28 00:41:34.802,38.4 ms
e7cbe42515e4a5468a99e8ae92f9a310,dss-prototype: /TE,2022-04-28 00:41:33.768,22.2 ms
2c1d73e4a998c5795e471e3ddbeb05be,dss-prototype: /tracks,2022-04-28 00:41:32.743,14.2 ms
952af1c08116863fdaa7e61196167160,dss-prototype: /IAD,2022-04-28 00:41:29.528,2.20 s
1b9a52fbdfc974473bcd06dfdc9ac773,dss-prototype: /RIC,2022-04-28 00:41:26.753,548 ms
c82e71277ad4b114b04123a7248f17b5,dss-prototype: /WA,2022-04-28 00:41:25.720,24.0 ms
b89ce4909ddf904293574c3e426ead4b,dss-prototype: /TE,2022-04-28 00:41:24.698,12.9 ms
788fe29ae425a3507eaaed00e791d69b,dss-prototype: /tracks,2022-04-28 00:41:23.681,8.15 ms
16e5c1ca323341813d85ffea7476fbaf,dss-prototype: /IAD,2022-04-28 00:41:22.157,516 ms
d113d1c2f91b740306741a7249de1572,dss-prototype: /RIC,2022-04-28 00:41:20.455,691 ms
717e6b9d3260813afb6a7c1342d7e0c6,dss-prototype: /WA,2022-04-28 00:41:19.418,28.5 ms
ec69493d741fdff3d46c608b6444c73a,dss-prototype: /TE,2022-04-28 00:41:18.395,13.8 ms
5cacc9ac2277275875553f49a2b93f61,dss-prototype: /tracks,2022-04-28 00:41:17.378,9.29 ms
deea849414e0d1afccc09e7e8a1692b8,dss-prototype: /IAD,2022-04-28 00:41:15.839,530 ms
